resenhas,abandonos,relendo,querem_ler,lendo,leram,favoritos,desejados,trocam,avaliaram
216,427,12,4.622,480,7.051,1.075,1.181,362,4.387
14,26,0,458,35,395,25,69,48,266
158,258,7,5.602,379,3.412,487,1.311,70,2.467
13,28,0,953,30,332,32,200,42,225
82,28,1,2.039,28,1.637,151,483,68,1.178
58,17,9,2.365,144,3.242,274,462,62,1.945
3,3,0,359,19,89,15,71,5,63
31,106,6,1.784,180,1.586,80,317,15,914
12,38,5,1.421,56,1.096,53,249,14,606
8,22,2,1.276,27,681,29,203,5,362
9,19,1,1.295,26,594,22,221,6,340
13,26,0,621,33,326,17,95,18,233
3,3,0,210,8,104,3,46,3,84
102,24,9,3.801,162,6.467,818,1.297,16,3.706
524,215,2,7.249,332,9.369,1.052,1.655,68,6.966
46,4,3,1.436,23,2.097,163,474,1,1.305
11,8,0,448,15,167,8,72,29,122
3,10,1,370,43,104,9,68,3,67
84,90,3,2.572,62,1.461,86,718,15,1.080
31,29,1,758,48,657,38,80,52,493
94,12,3,2.067,68,1.593,211,567,6,1.189
112,28,20,5.519,521,4.262,883,2.022,23,2.743
38,29,0,1.215,159,815,54,179,8,513
79,0,3,1.070,11,2.349,415,319,14,1.724
164,83,4,4.456,133,4.388,658,1.441,59,3.110
54,78,0,1.456,81,779,51,326,37,589
10,17,1,601,44,149,8,133,2,96
164,341,6,4.977,573,4.849,345,1.111,67,3.383
172,95,3,2.960,105,2.654,109,579,99,1.896
87,46,4,2.647,58,2.945,264,802,38,1.987
458,135,4,6.362,367,5.371,925,1.610,25,4.068
5.139,3.720,783,143.772,6.664,431.207,34.189,9.981,3.574,137.913
64,17,1,868,49,670,56,105,34,505
69,156,5,1.980,253,2.192,170,498,103,1.365
12,17,1,429,20,333,23,55,35,235
7,5,0,211,25,160,10,23,8,102
36,5,1,483,22,836,72,136,6,624
322,124,22,4.337,259,12.080,972,1.130,148,7.483
609,1.021,69,7.200,1.026,27.940,3.064,1.824,867,15.478
4,1,0,204,13,81,18,69,1,61
66,26,1,1.266,39,1.244,201,327,36,916
104,472,2,3.543,346,2.649,140,916,128,1.739
18,8,0,358,7,195,22,64,13,149
146,52,5,2.411,72,3.172,280,657,102,2.237
26,153,3,2.584,412,616,72,429,12,383
104,119,6,3.079,118,2.984,365,847,130,2.151
6,6,1,549,13,161,17,131,5,106
5,16,1,557,76,199,41,140,1,114
608,213,55,13.427,950,37.554,4.146,2.893,97,19.390
45,70,1,1.666,87,976,66,322,72,707
6,27,0,365,37,151,6,46,31,110
133,10,15,4.586,126,6.208,1.121,1.756,68,3.777
10,13,0,358,29,177,7,49,4,135
25,129,1,1.858,108,542,72,468,60,395
3,0,0,114,17,40,3,21,2,26
6,1,0,76,9,70,4,8,6,49
16,154,6,1.928,214,603,93,718,36,324
1.128,833,196,37.845,2.245,123.998,7.526,4.691,547,45.975
10,10,1,339,21,283,32,35,20,181
3.658,2.197,764,69.527,5.004,313.539,21.492,6.694,1.415,111.343
2.016,890,316,35.525,2.386,243.971,13.309,5.023,1.023,90.744
1.687,625,267,55.790,1.969,220.222,16.120,5.208,719,82.561
1.448,442,226,55.239,1.780,206.403,15.550,5.447,555,77.902
1.568,424,209,61.687,1.370,192.789,16.924,5.299,564,72.940
31,0,1,722,9,1.059,44,178,1,642
781,454,129,54.643,1.748,75.773,7.303,4.807,312,37.381
1.443,1.576,28,50.280,2.388,38.951,5.960,7.430,225,23.674
19,9,0,509,22,187,11,93,9,135
11,1,1,177,14,244,29,63,3,185
55,10,2,674,42,1.317,180,150,37,884
75,6,3,2.130,40,2.155,260,805,4,1.514
92,194,2,2.800,249,2.334,292,507,208,1.588
14,29,2,1.075,80,482,79,495,6,268
12,0,0,171,4,510,82,69,13,382
2,1,0,87,2,98,5,34,1,68
7,7,3,571,71,202,24,69,3,150
45,3,2,1.839,44,3.475,466,726,64,2.081
83,259,5,2.506,230,3.035,208,526,159,1.818
141,43,0,3.352,109,1.075,220,1.092,8,853
4,5,0,209,18,55,18,36,9,53
9,0,0,176,2,356,52,97,12,266
346,350,10,5.615,667,6.505,676,1.286,192,4.889
74,5,0,597,32,991,154,107,34,761
691,486,101,59.051,2.042,62.717,7.631,5.191,187,30.938
3.827,17.308,891,210.686,11.183,341.757,39.255,12.084,2.507,116.410
5,2,1,267,2,123,3,89,1,83
1.320,6.537,73,126.114,3.610,84.849,5.064,6.556,2.106,41.415
10,0,0,122,8,516,34,50,12,265
64,17,1,868,49,670,56,105,34,505
0,1,0,11,0,16,1,2,2,6
4,1,0,12,1,51,8,3,1,54
21,0,2,787,12,877,47,185,1,561
1,0,0,6,0,2,0,1,0,3
55,13,0,776,25,716,49,101,32,502
0,0,0,5,2,1,0,1,0,3
0,4,0,25,3,13,6,8,2,30
602,308,81,19.124,1.544,51.942,7.474,3.700,169,26.112
680,1.525,147,14.108,1.857,69.182,7.037,2.443,956,32.425
0,0,0,4,1,1,1,1,0,2
609,1.021,69,7.200,1.026,27.940,3.064,1.824,867,15.478
104,472,2,3.543,346,2.649,140,916,128,1.739
12,38,5,1.421,56,1.096,53,249,14,606
0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,1,77,4,107,8,6,0,82
175,120,13,5.733,552,3.136,658,1.366,13,2.302
21,4,0,1.297,14,1.948,148,489,14,1.142
11,5,1,1.869,14,1.288,172,535,4,753
117,57,13,7.455,259,12.446,784,2.047,49,6.162
107,79,4,4.374,110,4.884,611,1.542,26,3.288
500,324,43,14.221,679,34.786,5.167,3.591,143,19.129
11,6,0,933,25,566,57,270,8,338
38,3,1,1.572,24,1.726,158,366,1,1.049
11,4,1,411,35,238,38,91,2,162
21,25,2,762,42,598,59,145,26,398
5,1,1,237,7,175,6,46,15,123
19,7,0,424,16,274,38,90,11,208
13,30,1,672,35,339,18,172,38,218
23,3,0,623,9,324,45,132,4,244
270,74,3,4.710,116,4.459,833,1.200,25,3.377
1,4,0,109,4,14,0,14,1,12
0,1,0,86,3,17,1,17,1,11
1.540,7.844,209,48.989,2.207,95.937,9.517,3.421,1.770,36.027
41,26,1,2.168,51,1.102,107,670,14,709
18,28,2,695,29,305,28,191,12,217
127,35,5,4.980,148,8.926,1.097,1.451,40,5.134
5,8,0,130,12,106,5,29,8,76
59,26,1,1.355,26,1.108,84,319,73,801
65,28,0,1.451,48,1.084,119,310,39,847
11,46,0,593,37,349,15,79,77,268
8,5,1,1.557,17,1.137,147,412,4,670
95,9,7,3.341,23,5.325,371,1.172,4,3.097
8,1,0,257,5,131,10,59,4,110
13,24,0,440,15,151,6,87,13,111
26,37,0,1.005,37,672,37,187,54,481
13,14,0,311,16,263,37,69,25,202
988,342,31,14.280,795,27.690,4.401,3.510,117,19.208
53,18,3,679,45,1.175,135,196,19,817
30,31,0,997,30,616,64,146,58,454
32,29,0,687,22,433,13,118,36,298
9,16,0,363,40,184,9,56,3,118
16,10,1,1.057,18,576,90,207,15,418
312,458,12,8.973,367,12.587,1.177,1.939,452,7.959
52,72,0,1.814,63,1.280,42,384,101,833
97,597,3,3.484,186,3.127,117,722,343,1.941
102,58,2,1.574,62,1.391,175,282,95,1.029
10,21,1,583,63,266,31,144,3,158
4,0,0,44,2,75,1,3,1,68
47,23,0,791,33,821,58,116,59,599
27,5,1,982,30,602,93,208,14,452
0,0,0,2,0,4,2,1,0,6
36,28,1,1.358,31,779,40,284,64,577
153,125,6,5.084,222,4.948,983,1.866,9,3.625
8,1,0,122,2,120,1,16,1,90
262,26,5,2.123,60,4.598,1.121,603,24,3.629
33,2,0,1.237,9,1.527,125,289,1,931
36,1,0,1.285,13,1.482,121,274,1,904
15,0,1,144,3,102,9,44,3,102
63,68,3,2.291,72,1.383,182,561,67,971
51,18,1,1.042,41,908,94,232,75,628
87,20,2,1.031,73,1.971,109,214,21,1.288
5,42,0,426,26,227,18,43,47,151
0,0,0,1,0,0,0,0,0,0
17,8,0,400,22,524,23,58,43,356
242,54,9,6.146,165,15.264,1.470,2.112,277,8.893
22,10,2,229,15,513,31,50,10,366
55,13,0,776,25,716,49,101,32,502
2,19,1,456,14,146,11,75,62,87
5,1,0,323,31,96,8,88,2,60
27,1,1,1.127,4,1.313,98,252,1,799
1.477,1.884,70,109.913,2.082,73.807,6.529,5.740,1.513,39.111
28,24,47,497,74,2.007,277,182,19,889
1.726,758,213,18.238,1.069,109.394,11.273,4.307,1.017,44.323
837,813,106,7.831,563,68.733,3.075,1.793,1.488,27.644
2,1,2,64,7,200,40,17,3,92
157,308,8,7.669,146,13.336,917,1.240,448,7.041
1.152,3.287,472,14.760,1.594,280.353,12.716,2.851,2.419,83.515
9,16,0,363,40,184,9,56,3,118
0,0,0,1,0,1,0,0,0,0
87,20,2,1.031,73,1.971,109,214,21,1.288
0,0,0,1,0,0,0,0,0,0
11,4,1,411,35,238,38,91,2,162
781,454,129,54.644,1.748,75.773,7.303,4.807,312,37.381
23,8,3,2.217,33,1.643,194,562,22,967
73,27,0,2.180,41,2.711,257,453,150,1.894
155,59,11,5.944,210,12.477,1.512,1.750,89,7.288
359,392,12,8.999,399,6.332,1.188,2.304,70,4.524
11,11,0,241,17,202,7,34,24,135
157,159,5,3.013,183,3.005,350,675,28,2.091
260,176,15,18.172,429,21.855,2.044,3.485,79,11.248
29,23,0,2.372,20,1.592,100,538,71,954
811,1.068,25,47.486,1.695,15.055,3.604,7.616,37,9.674
37,23,9,5.418,54,5.864,305,1.415,28,3.073
51,5,1,2.069,29,2.509,161,565,1,1.529
29,2,2,1.990,18,1.955,164,525,19,1.158
111,54,1,2.534,77,1.701,263,695,17,1.268
22,13,3,327,35,513,20,38,44,352
325,305,21,7.771,321,9.629,1.412,2.179,188,6.569
51,69,3,1.378,76,1.183,127,235,96,833
42,31,3,1.284,42,1.069,87,245,100,759
8,18,1,405,21,223,23,63,31,146
66,11,2,1.352,53,1.232,115,304,13,871
158,48,3,4.040,47,4.181,456,1.143,105,3.075
13,25,0,1.229,39,1.248,91,297,21,727
49,66,2,1.466,95,1.263,189,282,36,914
27,27,0,914,29,686,73,186,25,466
19,18,1,822,40,342,22,201,6,223
39,22,1,828,42,496,56,128,20,361
43,57,1,1.234,43,1.092,71,211,56,788
89,83,5,2.081,40,1.524,280,442,108,1.110
92,191,1,4.015,135,2.738,96,894,192,1.740
65,45,2,1.858,43,1.354,128,388,90,1.012
680,1.525,147,14.108,1.857,69.182,7.037,2.443,956,32.425
70,83,2,2.014,84,2.041,229,495,85,1.303
97,62,10,2.709,66,3.119,460,711,134,2.125
22,39,1,1.625,57,816,54,404,32,517
40,55,3,1.462,32,1.213,96,405,56,798
27,60,1,864,32,427,20,141,58,270
45,70,1,1.666,87,976,66,322,72,707
21,33,1,726,29,367,18,143,27,246
27,12,2,1.793,22,1.086,95,511,32,678
58,111,2,2.159,83,1.422,166,377,139,978
19,25,1,708,54,531,49,131,4,330
8,15,1,642,84,226,21,74,3,133
38,7,0,689,37,765,59,155,39,581
123,27,9,5.192,62,11.667,574,1.520,71,6.118
9,5,0,223,5,244,9,49,0,195
65,90,3,1.286,56,1.450,155,182,161,993
437,341,25,10.647,424,11.233,1.964,2.795,86,7.954
38,78,2,917,53,794,25,100,93,534
27,56,2,1.297,57,519,39,309,39,365
6,1,0,497,26,179,41,152,7,147
44,4,1,2.173,22,2.410,183,569,2,1.437
107,79,3,1.833,64,2.215,195,314,174,1.632
15,13,0,321,15,222,7,44,23,152
12,0,0,521,9,413,65,219,3,265
7,7,1,336,16,165,12,65,5,101
12,21,1,556,49,191,7,107,7,124
30,1,0,865,3,1.135,117,364,12,739
13,32,3,1.921,150,347,52,604,5,217
36,56,1,1.523,70,1.114,46,286,30,745
14,5,1,484,14,236,25,127,1,175
0,0,0,1,0,1,1,1,1,0
1.348,3.414,79,55.748,2.392,49.523,7.522,4.634,1.315,27.571
16,19,7,170,14,702,188,74,27,313
20,0,0,157,2,57,15,39,1,49
29,35,0,640,34,868,116,145,11,513
38,128,17,815,114,4.274,370,118,66,2.111
0,1,0,1,0,0,0,3,3,1
1.726,758,213,18.238,1.069,109.394,11.273,4.307,1.017,44.323
0,1,0,21,4,8,1,16,1,5
0,3,1,41,3,135,27,17,6,64
0,1,0,7,1,25,4,1,0,16
5.139,3.720,783,143.772,6.664,431.207,34.189,9.981,3.574,137.913
0,0,0,2,1,2,0,1,0,4
2,1,0,10,7,15,2,2,0,15
1,1,0,73,27,20,4,2,0,16
1.367,2.959,324,9.355,1.252,295.872,10.123,2.286,3.066,91.549
0,0,0,0,0,6,0,0,0,4
24,15,2,1.014,87,431,127,240,6,300
806,621,105,28.518,954,72.780,6.750,3.650,569,31.927
517,482,34,10.844,587,26.623,2.761,2.985,378,15.201
15,67,3,623,78,448,27,79,37,245
30,71,0,774,31,771,42,147,19,466
12,45,1,916,39,336,24,167,42,206
32,12,3,2.503,54,2.816,231,601,36,1.624
13,46,0,430,26,225,12,35,37,148
31,13,1,269,19,501,29,26,25,329
4,5,0,98,12,61,4,14,2,37
66,47,7,1.425,121,2.666,396,292,32,1.643
1,2,0,16,2,21,0,6,1,14
187,44,7,2.294,48,4.750,658,728,101,3.232
2,12,1,161,14,65,4,15,29,42
139,161,2,2.955,101,4.612,200,469,294,2.806
14,22,0,414,24,235,20,75,12,184
35,5,3,2.277,31,2.283,195,571,26,1.323
28,2,0,349,15,594,33,67,29,415
3,5,0,229,16,94,6,28,16,73
140,52,7,3.348,91,3.910,535,1.139,32,2.792
21,87,1,461,23,260,16,55,61,155
231,144,20,6.447,313,15.735,1.795,1.857,154,9.336
39,20,0,730,24,610,44,91,47,440
77,97,4,1.580,125,2.706,177,361,86,1.623
174,127,1,2.850,165,3.598,230,716,44,2.396
299,405,35,52.011,712,29.514,2.378,3.525,188,14.940
28,16,3,769,10,424,32,173,68,278
59,17,11,1.659,55,4.539,281,571,31,2.597
202,61,9,3.275,97,5.005,533,700,203,3.575
19,4,0,801,8,1.251,232,466,2,788
6,3,1,213,24,66,20,63,1,45
183,36,3,2.585,84,3.030,379,696,60,2.357
254,71,3,3.587,92,5.056,609,936,164,3.797
7,5,1,269,15,246,16,51,3,130
25,76,0,1.363,92,469,51,209,11,307
31,5,1,2.159,31,2.047,196,528,14,1.182
15,30,0,552,83,546,25,85,5,341
16,3,0,344,29,428,23,60,8,247
44,43,1,2.278,31,2.096,109,516,94,1.267
54,34,6,1.721,145,2.903,283,453,30,1.578
5,14,1,236,16,96,11,27,21,69
1,0,0,28,4,28,1,9,2,23
378,245,46,35.896,419,71.669,2.350,3.452,295,24.926
0,0,0,9,1,1,0,3,2,11
677,657,30,6.468,292,51.854,2.145,1.017,917,22.048
3.827,17.308,891,210.685,11.183,341.757,39.255,12.084,2.507,116.410
686,1.374,109,31.609,1.564,41.769,3.409,3.626,478,22.048
0,0,0,2,0,1,0,0,0,0
0,0,0,23,1,2,1,4,0,3
837,813,106,7.831,563,68.733,3.075,1.793,1.488,27.644
0,0,0,57,0,2,0,9,0,1
346,807,36,6.022,504,31.389,1.317,1.271,1.011,16.586
11,17,1,352,30,149,9,28,12,101
125,179,5,2.595,189,2.995,440,643,25,1.966
2,6,0,175,6,97,3,21,6,61
378,245,46,35.896,419,71.669,2.350,3.452,295,24.926
322,124,22,4.337,259,12.080,972,1.130,148,7.483
677,657,30,6.468,292,51.854,2.145,1.017,917,22.048
14,20,0,403,18,269,29,55,14,186
140,33,6,2.548,96,5.475,389,649,72,3.308
4,18,1,377,46,204,11,44,1,107
1.074,2.533,363,10.564,1.231,287.457,11.190,2.294,2.873,87.953
686,1.374,109,31.609,1.564,41.769,3.409,3.626,478,22.048
15,22,17,365,23,2.462,112,39,31,852
1,3,0,135,19,54,3,16,1,29
12,12,0,288,21,154,18,56,3,104
120,130,2,3.982,71,1.802,319,1.342,8,1.380
4,9,0,139,5,79,0,9,18,50
36,46,3,881,46,491,64,195,10,353
17,2,0,277,21,422,21,55,1,251
326,219,8,4.259,246,6.421,715,1.125,112,4.284
140,171,4,2.037,175,4.301,209,318,208,2.546
84,27,5,2.683,97,4.270,326,612,68,2.485
50,33,0,614,23,796,69,103,56,557
65,11,2,2.533,68,3.426,273,603,48,2.004
24,122,0,846,52,414,14,74,116,260
70,83,2,2.014,84,2.041,229,495,85,1.303
2.016,890,316,35.525,2.386,243.971,13.309,5.023,1.023,90.744
2,1,0,42,12,160,35,24,5,70
26,1,1,204,4,605,24,37,23,380
49,71,1,1.562,72,1.344,209,337,34,893
41,110,1,927,86,760,73,140,48,482
26,32,0,358,26,357,13,38,37,243
89,46,4,1.372,41,1.714,231,299,40,1.272
24,7,2,370,12,1.728,170,102,53,1.041
23,54,36,698,73,4.135,233,46,75,1.501
23,49,1,1.108,141,759,106,160,13,466
28,24,47,497,74,2.007,277,182,19,889
69,96,4,1.536,89,1.110,174,339,12,736
1,0,0,107,1,91,5,23,4,56
56,35,0,1.088,29,891,68,278,70,595
0,3,0,47,5,26,1,2,1,10
5,0,0,14,1,28,7,5,3,18
89,46,4,1.372,41,1.714,231,299,40,1.272
5,5,0,58,6,116,8,6,7,67
1.152,3.287,472,14.760,1.594,280.354,12.716,2.851,2.419,83.515
3.658,2.197,764,69.527,5.004,313.539,21.492,6.694,1.415,111.343
21,3,1,719,9,593,51,106,10,352
17,35,2,370,25,340,11,65,22,207
29,41,0,934,35,819,116,195,8,514
2,11,0,165,21,95,4,17,4,46
22,11,0,271,5,213,13,50,12,147
1,10,0,227,24,92,22,51,2,56
17,25,0,237,15,275,21,20,23,189
3,0,2,115,1,114,3,33,3,65
0,0,0,27,0,42,2,4,1,25
27,1,0,320,8,408,23,60,9,276
0,0,0,18,1,48,4,3,1,33
1,8,0,58,1,61,1,5,10,36
0,0,0,6,0,3,0,1,0,3
3.827,17.308,891,210.685,11.183,341.757,39.255,12.084,2.507,116.410
629,389,42,13.051,448,22.785,3.783,2.490,201,14.000
629,389,42,13.051,448,22.785,3.783,2.490,201,14.000
38,31,1,1.123,27,779,94,282,5,529
13,20,1,623,95,289,35,155,2,175
9,4,0,1.125,7,304,38,336,4,188
11,20,2,184,9,226,11,33,28,124
14,8,0,482,68,346,34,89,1,217
72,7,3,921,20,1.621,178,285,3,1.140
5,5,0,162,13,106,9,39,1,76
203,255,8,2.271,228,6.338,310,339,258,3.838
2,23,1,413,22,235,10,52,10,122
15,12,1,250,6,216,9,48,6,120
7,6,1,136,14,131,11,23,1,83
2,4,0,111,3,88,5,18,6,52
1,0,0,25,4,34,1,5,1,19
0,0,0,1,0,1,0,0,0,0
0,1,0,53,3,88,7,8,1,51
16,12,0,252,19,293,5,37,4,180
0,0,0,229,5,76,12,46,1,43
1,1,0,9,3,36,4,3,3,18
0,2,0,15,3,16,1,3,1,9
76,105,11,1.235,51,2.731,320,319,36,1.537
2,1,0,15,1,20,2,4,0,15
0,0,0,1,0,0,0,0,0,0
0,0,0,2,1,6,0,0,1,5
0,0,0,2,0,7,0,0,0,5
12,0,0,746,15,39,2,61,3,38
2,0,0,348,6,5,0,28,0,7
28,14,0,786,90,1.092,24,61,49,573
36,40,7,1.370,187,1.055,87,117,13,582
2,0,0,316,5,11,1,31,1,14
117,14,1,1.840,299,740,54,169,1,562
47,50,4,1.739,204,1.163,105,207,15,665
2,1,0,323,7,22,2,34,1,18
116,38,1,2.197,116,798,58,249,31,610
9,1,0,603,43,57,3,39,2,45
13,1,0,1.415,38,49,10,114,3,91
11,1,1,567,41,68,6,35,2,53
36,26,20,2.604,245,792,85,253,7,474
65,1,3,1.061,45,471,75,124,1,381
7,0,0,471,18,10,7,45,1,38
493,376,117,6.440,1.389,12.791,1.222,697,103,8.099
2,1,0,384,21,47,2,41,3,36
0,0,0,331,8,2,2,26,1,5
6,5,2,686,28,181,17,60,5,125
4,2,2,428,2,6,3,43,3,8
1,0,0,659,6,35,1,73,1,27
3,1,0,327,8,13,0,26,0,13
8,0,0,555,11,2,3,55,2,17
0,0,0,264,3,1,2,21,1,4
7,3,0,986,34,39,5,153,0,34
2,0,0,7,0,3,0,2,0,3
0,0,0,155,2,2,0,20,2,2
3,1,2,412,10,41,4,41,3,22
0,0,0,107,4,3,0,5,1,1
0,2,2,125,3,5,2,14,2,2
0,0,0,90,1,3,2,6,0,1
0,0,0,143,3,6,3,12,1,5
0,1,0,87,2,3,0,5,1,2
0,0,0,64,0,1,0,5,0,1
0,0,0,67,0,3,0,6,0,1
0,0,0,72,0,2,0,7,0,0
0,0,0,85,2,3,0,8,0,2
1,0,0,683,11,4,1,80,1,16
22,96,4,1.278,220,528,71,156,6,320
0,0,0,178,1,2,2,8,3,1
9,1,0,528,24,76,14,50,2,55
8,0,2,407,20,45,3,29,2,43
5,0,0,378,9,60,7,37,1,52
0,0,0,98,0,1,1,12,2,2
0,0,0,70,1,1,1,10,0,0
13,6,2,2.005,119,560,60,344,6,321
2,0,0,151,6,6,3,21,2,14
0,0,0,262,3,9,1,20,0,6
1,1,0,226,6,3,2,18,1,7
5,0,0,321,12,3,1,20,0,22
36,123,11,1.502,160,1.717,87,75,85,868
0,0,0,122,1,3,3,14,0,3
12,7,1,455,21,389,23,43,15,241
11,3,0,525,36,190,24,59,5,148
0,0,0,83,0,0,0,7,0,1
11,3,0,525,36,190,24,59,5,148
2,0,0,70,1,2,0,6,0,4
0,0,0,111,0,3,0,11,0,2
0,0,0,311,21,4,1,29,0,4
0,1,0,268,2,2,2,23,1,3
83,195,19,2.456,363,5.016,272,203,105,2.243
35,79,7,1.798,126,2.738,167,131,64,1.247
38,43,10,1.802,115,2.386,149,130,64,1.135
36,71,11,1.922,118,2.961,203,145,63,1.325
27,46,11,1.780,100,2.079,150,122,60,919
249,532,49,4.042,665,15.874,1.760,527,267,8.011
117,415,20,2.363,471,6.001,330,178,200,3.070
10,5,1,1.359,49,174,23,101,2,107
0,0,0,29,0,2,0,6,0,2
16,0,0,357,11,38,8,59,1,36
77,91,10,2.376,354,2.683,137,299,24,1.579
6,1,0,725,5,45,5,80,2,48
1,0,0,551,2,11,4,31,0,10
15,2,1,852,13,138,3,46,1,90
22,2,2,1.711,81,92,13,177,4,98
6,2,2,641,41,296,21,42,4,155
6,3,1,659,22,123,9,46,1,58
368,44,5,6.251,623,3.907,436,632,4,2.867
101,135,13,2.902,613,2.606,184,299,6,1.711
115,3,1,2.726,112,839,123,330,2,671
128,26,4,1.941,192,1.118,50,138,3,847
9,0,0,419,12,73,18,24,2,90
7,7,2,1.638,85,191,20,95,3,103
5,5,0,798,41,144,9,74,6,83
11,0,0,798,16,83,11,80,0,68
14,0,0,880,49,158,17,76,1,115
3,0,0,497,5,18,1,14,3,19
17,11,2,1.238,38,152,22,90,3,122
2,1,0,468,12,19,4,34,0,22
7,2,0,685,18,33,8,48,1,38
,,,,,,,,,
16,0,1,470,4,92,15,37,1,87
5,1,0,313,19,70,7,43,2,52
180,108,27,4.781,979,2.284,319,739,8,1.503
16,2,1,563,27,106,4,39,1,80
0,2,0,373,2,3,5,27,1,5
0,1,0,297,1,4,2,14,2,2
2,4,0,1.260,40,105,9,70,3,66
21,2,1,1.018,24,66,12,92,3,90
2,1,0,981,33,55,2,80,2,32
0,1,0,276,2,6,2,11,0,7
270,1,1,953,84,1.057,130,86,2,1.018
24,5,0,1.033,32,305,36,92,9,268
16,5,3,981,69,182,4,53,17,121
3,0,0,15,2,5,3,4,1,14
39,15,4,1.491,76,752,98,213,11,538
1,0,0,6,0,4,1,4,2,8
4,0,1,190,2,12,6,12,2,20
12,1,2,1.552,80,130,14,118,2,91
5,1,0,781,22,37,8,75,2,28
0,0,0,233,2,1,2,7,2,1
4,0,0,401,15,32,5,20,0,24
6,0,0,158,9,38,6,22,3,29
10,0,0,424,8,62,11,39,1,58
442,546,122,8.566,2.255,12.459,1.263,1.150,59,7.387
17,10,0,808,81,185,36,92,3,150
3,0,0,32,2,21,0,6,0,24
0,1,1,238,5,2,2,11,2,9
2,1,0,370,7,18,2,22,2,13
0,2,1,176,13,18,3,41,3,24
0,0,0,92,0,15,1,18,1,16
0,1,0,351,12,16,3,20,0,7
45,2,2,1.204,39,246,25,122,1,201
12,2,0,603,13,68,7,50,3,71
0,0,0,48,0,2,3,10,1,2
51,0,0,853,35,302,62,78,1,263
0,0,0,299,1,2,2,18,1,6
3,2,1,149,1,34,3,14,1,44
3,1,0,752,33,170,19,90,8,101
45,81,14,2.125,462,1.426,123,311,11,849
4,6,1,1.037,48,71,7,44,4,45
4,6,0,481,21,118,8,46,4,83
0,0,0,292,0,3,1,16,2,3
13,2,0,624,9,39,2,55,3,56
5,0,0,17,4,5,0,4,0,14
0,2,0,506,21,14,3,15,3,23
27,3,1,1.165,47,271,42,102,3,202
3,3,0,886,7,21,4,43,1,24
3,2,0,493,6,30,2,21,2,23
40,10,6,2.410,162,538,51,93,5,317
0,0,1,113,6,17,3,24,1,15
11,1,0,845,28,121,10,57,1,90
80,43,4,3.833,274,976,87,434,4,692
0,1,0,524,8,5,3,34,1,24
31,31,10,1.111,108,860,100,104,8,493
121,350,35,3.048,348,10.634,482,225,267,4.480
34,21,1,998,38,912,22,78,26,502
3,0,1,743,22,52,9,52,1,35
45,16,0,1.769,75,598,71,219,4,431
1,1,0,52,9,51,3,11,5,39
4,1,0,101,12,77,12,22,1,86
4,0,0,142,14,121,8,14,1,87
16,1,0,67,8,104,14,17,1,87
163,133,9,3.082,141,7.819,691,530,85,4.401
231,187,30,2.819,135,14.480,523,247,204,6.546
24,1,1,592,5,162,20,26,17,148
5,2,1,919,19,148,12,60,1,94
13,15,3,1.020,107,201,12,64,4,108
109,65,12,1.877,106,4.899,489,224,88,2.616
674,168,22,5.572,1.086,9.784,830,622,46,6.959
51,4,0,1.483,31,509,91,225,5,439
54,22,2,1.502,73,845,102,252,42,600
5,1,0,436,7,13,4,31,2,15
1,1,0,271,4,6,3,9,1,12
0,2,0,710,9,17,2,40,1,13
7,0,1,705,34,77,18,39,2,62
5,1,1,614,33,91,4,52,1,59
232,19,0,1.821,204,2.201,307,274,8,1.738
3,0,0,683,16,50,6,40,1,37
2,1,0,693,8,42,4,63,1,30
9,1,0,472,18,88,2,30,2,62
0,1,0,461,4,7,1,29,1,3
9,1,0,481,6,53,10,16,2,46
30,9,0,2.150,45,283,20,236,5,208
16,6,0,1.029,42,183,20,92,1,139
1,1,0,331,8,35,3,25,1,29
4,2,0,379,9,24,4,24,1,28
1,1,1,406,10,34,2,25,0,20
5,0,1,897,60,146,11,61,2,99
5,3,0,619,29,54,5,47,1,43
3,0,2,558,18,29,2,35,0,19
8,7,1,883,40,87,15,94,2,72
6,1,1,1.252,47,125,11,91,0,60
3,2,0,724,16,48,5,37,2,35
90,11,1,3.336,327,781,54,353,2,562
10,2,1,1.081,45,80,7,76,1,48
61,8,3,589,54,317,11,38,1,251
36,2,0,1.226,111,391,28,128,1,282
3,0,0,374,1,11,4,47,0,7
2,1,0,777,5,84,7,65,3,64
4,1,0,702,25,37,2,40,1,25
0,0,0,38,2,2,0,5,0,3
1,0,1,595,24,16,2,22,0,9
1,0,0,388,9,4,4,33,2,3
0,0,0,14,0,2,2,5,0,2
163,133,9,3.082,141,7.819,691,530,85,4.401
2,2,0,1.074,20,34,6,35,1,19
2,1,0,1.358,28,69,5,29,1,32
1,1,0,652,5,16,3,23,3,9
0,0,0,9,0,0,0,7,0,1
4,5,0,862,7,99,13,28,1,54
0,1,0,755,6,37,2,7,2,24
13,1,0,1.739,35,338,45,72,2,208
39,4,1,2.127,84,831,153,187,6,598
3,7,1,1.198,35,90,6,60,2,50
2,11,0,1.060,17,289,9,19,9,53
18,8,2,2.091,52,363,41,161,4,222
67,24,1,2.472,248,696,66,321,11,496
5,6,1,1.101,22,86,8,75,10,60
1,2,0,503,4,45,8,13,2,38
4,7,0,1.338,37,210,14,48,2,112
